city,timestamp,temperature,season
New York,2010-01-01,-3.2746619436486535,winter
New York,2010-01-02,-4.397563735143344,winter
New York,2010-01-03,-3.1579196833187826,winter
New York,2010-01-04,-4.242678255094411,winter
New York,2010-01-05,6.9171905113382675,winter
New York,2010-01-06,6.493875758025338,winter
New York,2010-01-07,5.543747312212284,winter
New York,2010-01-08,-4.30943072019874,winter
New York,2010-01-09,-3.495081666332731,winter
New York,2010-01-10,3.134828622502122,winter
New York,2010-01-11,-3.94377925311093,winter
New York,2010-01-12,-0.6525040850243078,winter
New York,2010-01-13,-2.431845180821473,winter
New York,2010-01-14,2.2202887107469746,winter
New York,2010-01-15,-7.368008593331798,winter
New York,2010-01-16,-2.749960870324182,winter
New York,2010-01-17,-3.098285958755851,winter
New York,2010-01-18,-2.9941984507166515,winter
New York,2010-01-19,-1.941442995131439,winter
New York,2010-01-20,-0.3085174498549948,winter
New York,2010-01-21,-0.9040907063711365,winter
New York,2010-01-22,0.8852834612499234,winter
New York,2010-01-23,0.23109880367196647,winter
New York,2010-01-24,-1.5334857468862906,winter
New York,2010-01-25,-0.504470200604674,winter
New York,2010-01-26,-4.689076215153177,winter
New York,2010-01-27,-4.169983396864615,winter
New York,2010-01-28,2.051755303288559,winter
New York,2010-01-29,1.5682775487776408,winter
New York,2010-01-30,-0.7173405517353438,winter
New York,2010-01-31,1.6546528242319338,winter
New York,2010-02-01,-8.720277549221596,winter
New York,2010-02-02,-7.612428204410033,winter
New York,2010-02-03,-11.220784318150635,winter
New York,2010-02-04,-9.648439729213125,winter
New York,2010-02-05,-6.8597131635505715,winter
New York,2010-02-06,-1.9720580981364721,winter
New York,2010-02-07,0.5755779242139807,winter
New York,2010-02-08,-3.9598624822686213,winter
New York,2010-02-09,4.788715467989798,winter
New York,2010-02-10,5.932136672805159,winter
New York,2010-02-11,-1.2997413353636733,winter
New York,2010-02-12,-3.9487264606073484,winter
New York,2010-02-13,6.246980181372289,winter
New York,2010-02-14,-2.2241457402774127,winter
New York,2010-02-15,-6.107610021569845,winter
New York,2010-02-16,-5.185917298045515,winter
New York,2010-02-17,-6.631606632934098,winter
New York,2010-02-18,8.425536418313662,winter
New York,2010-02-19,2.2344857184098816,winter
New York,2010-02-20,3.9629005695132986,winter
New York,2010-02-21,0.3966304571344003,winter
New York,2010-02-22,3.3349868974421404,winter
New York,2010-02-23,-3.0714354846129117,winter
New York,2010-02-24,3.503471188261466,winter
New York,2010-02-25,-5.698919658195132,winter
New York,2010-02-26,-7.707526625458124,winter
New York,2010-02-27,-1.0217260676173143,winter
New York,2010-02-28,9.917214097217563,winter
New York,2010-03-01,18.613468811946312,spring
New York,2010-03-02,10.5142036500378,spring
New York,2010-03-03,6.760789032488015,spring
New York,2010-03-04,16.915146742666572,spring
New York,2010-03-05,15.053249838417738,spring
New York,2010-03-06,10.722302849416568,spring
New York,2010-03-07,8.818329519397572,spring
New York,2010-03-08,5.504890887081875,spring
New York,2010-03-09,8.386818966718172,spring
New York,2010-03-10,10.297230228863171,spring
New York,2010-03-11,14.702193638865905,spring
New York,2010-03-12,7.256895814994166,spring
New York,2010-03-13,14.05144838981787,spring
New York,2010-03-14,3.639158639394495,spring
New York,2010-03-15,15.35595145821418,spring
New York,2010-03-16,12.750793250140877,spring
New York,2010-03-17,10.307841000115875,spring
New York,2010-03-18,4.913404873833293,spring
New York,2010-03-19,16.278431029459135,spring
New York,2010-03-20,12.803054455366397,spring
New York,2010-03-21,8.929728775724563,spring
New York,2010-03-22,20.005977074556203,spring
New York,2010-03-23,5.236672519776647,spring
New York,2010-03-24,16.25496155324748,spring
New York,2010-03-25,4.319963150404708,spring
New York,2010-03-26,9.95516095400192,spring
New York,2010-03-27,15.04078906099379,spring
New York,2010-03-28,10.091482489310193,spring
New York,2010-03-29,14.71373809585872,spring
New York,2010-03-30,7.638950830772895,spring
New York,2010-03-31,10.099422595966868,spring
New York,2010-04-01,11.512640658366688,spring
New York,2010-04-02,18.684403500137996,spring
New York,2010-04-03,10.29389782594276,spring
New York,2010-04-04,10.340997984940172,spring
New York,2010-04-05,12.324181142880704,spring
New York,2010-04-06,5.638778471340851,spring
New York,2010-04-07,3.6979678064105777,spring
New York,2010-04-08,7.269282516484309,spring
New York,2010-04-09,14.757673678513582,spring
New York,2010-04-10,6.824483663772009,spring
New York,2010-04-11,7.094099616700724,spring
New York,2010-04-12,13.53446086054434,spring
New York,2010-04-13,8.433163781558344,spring
New York,2010-04-14,11.378162476487649,spring
New York,2010-04-15,17.06469147941021,spring
New York,2010-04-16,2.6725442450647927,spring
New York,2010-04-17,14.56988799904317,spring
New York,2010-04-18,9.039761964388074,spring
New York,2010-04-19,8.945023540275452,spring
New York,2010-04-20,16.870452659117255,spring
New York,2010-04-21,3.994529229188033,spring
New York,2010-04-22,19.76350469091841,spring
New York,2010-04-23,18.677336553693056,spring
New York,2010-04-24,7.521207935071669,spring
New York,2010-04-25,2.7600776220587058,spring
New York,2010-04-26,6.722549355768015,spring
New York,2010-04-27,3.6618703712228715,spring
New York,2010-04-28,5.363785692382184,spring
New York,2010-04-29,14.111110904468962,spring
New York,2010-04-30,16.00896209945119,spring
New York,2010-05-01,14.806625630063923,spring
New York,2010-05-02,15.998752250335464,spring
New York,2010-05-03,1.8794508765265903,spring
New York,2010-05-04,9.07504885679387,spring
