city,timestamp,temperature,season
New York,2010-01-01,10.545349525478587,winter
New York,2010-01-02,0.4190884342552523,winter
New York,2010-01-03,2.8053155820139066,winter
New York,2010-01-04,3.9958993035600483,winter
New York,2010-01-05,5.427931869372264,winter
New York,2010-01-06,-1.742498380244716,winter
New York,2010-01-07,1.5068273820137623,winter
New York,2010-01-08,1.4359132071048957,winter
New York,2010-01-09,-8.418150099801986,winter
New York,2010-01-10,-7.102160127960868,winter
New York,2010-01-11,3.5457435231987904,winter
New York,2010-01-12,6.0201922836177655,winter
New York,2010-01-13,0.949242643863729,winter
New York,2010-01-14,3.426429701445339,winter
New York,2010-01-15,-4.240526073564121,winter
New York,2010-01-16,-5.8977249550498945,winter
New York,2010-01-17,1.3028113248717046,winter
New York,2010-01-18,4.508110054603788,winter
New York,2010-01-19,5.67744204211043,winter
New York,2010-01-20,-4.676250741790259,winter
New York,2010-01-21,6.9842634276512126,winter
New York,2010-01-22,4.456894078342886,winter
New York,2010-01-23,-1.904726608836865,winter
New York,2010-01-24,4.77228194091246,winter
New York,2010-01-25,-1.4741149448740998,winter
New York,2010-01-26,-8.38954801410825,winter
New York,2010-01-27,4.947701361040017,winter
New York,2010-01-28,-3.013961367742674,winter
New York,2010-01-29,-7.679998099133748,winter
New York,2010-01-30,3.2032493970672227,winter
New York,2010-01-31,7.762855083476773,winter
New York,2010-02-01,6.364781107674195,winter
New York,2010-02-02,-10.802733438199837,winter
New York,2010-02-03,3.877729069001012,winter
New York,2010-02-04,6.406914420535643,winter
New York,2010-02-05,6.978128608695321,winter
New York,2010-02-06,3.9213488858309073,winter
New York,2010-02-07,3.805001393135133,winter
New York,2010-02-08,5.169712627563474,winter
New York,2010-02-09,-3.4458410279342684,winter
New York,2010-02-10,-4.90323475166212,winter
New York,2010-02-11,-1.2690422392946816,winter
New York,2010-02-12,-3.8398837581790737,winter
New York,2010-02-13,2.3510798235544175,winter
New York,2010-02-14,-5.828369230829871,winter
New York,2010-02-15,2.185302583177543,winter
New York,2010-02-16,-11.334673347219715,winter
New York,2010-02-17,8.13843703044878,winter
New York,2010-02-18,6.5812812548812625,winter
New York,2010-02-19,-14.405977194110358,winter
New York,2010-02-20,3.4702897380962296,winter
New York,2010-02-21,-2.615161357099378,winter
New York,2010-02-22,2.538379233354688,winter
New York,2010-02-23,0.24791241281841042,winter
New York,2010-02-24,0.9847900964216527,winter
New York,2010-02-25,-1.6241346801800414,winter
New York,2010-02-26,-8.561074482956482,winter
New York,2010-02-27,0.6890351040749844,winter
New York,2010-02-28,-3.7036094275508527,winter
New York,2010-03-01,16.391151255686214,spring
New York,2010-03-02,15.32048829765711,spring
New York,2010-03-03,6.670553389698082,spring
New York,2010-03-04,1.9708665968551173,spring
New York,2010-03-05,0.8112009670058598,spring
New York,2010-03-06,5.458442437790671,spring
New York,2010-03-07,4.843454317980468,spring
New York,2010-03-08,13.889642756909707,spring
New York,2010-03-09,16.707023180726424,spring
New York,2010-03-10,-0.1506385012346616,spring
New York,2010-03-11,16.910340574118788,spring
New York,2010-03-12,15.217868168506715,spring
New York,2010-03-13,12.114863821464326,spring
New York,2010-03-14,10.038156826853783,spring
New York,2010-03-15,3.5827081601095774,spring
New York,2010-03-16,7.36635546120009,spring
New York,2010-03-17,13.086477168921316,spring
New York,2010-03-18,13.457473206392832,spring
New York,2010-03-19,9.337369259653059,spring
New York,2010-03-20,9.121127780627948,spring
New York,2010-03-21,8.85420129339667,spring
New York,2010-03-22,8.328149544318748,spring
New York,2010-03-23,5.1667240831384005,spring
New York,2010-03-24,5.33348314028904,spring
New York,2010-03-25,7.452387095348639,spring
New York,2010-03-26,15.655946449028157,spring
New York,2010-03-27,12.132955203165444,spring
New York,2010-03-28,4.88476961783995,spring
New York,2010-03-29,6.032342325313393,spring
New York,2010-03-30,16.60964002201892,spring
New York,2010-03-31,6.701334533350099,spring
New York,2010-04-01,6.255480490261597,spring
New York,2010-04-02,9.892879884598962,spring
New York,2010-04-03,4.290502716679975,spring
New York,2010-04-04,10.990720516396072,spring
New York,2010-04-05,2.401984309867186,spring
New York,2010-04-06,8.281454609463212,spring
New York,2010-04-07,18.552100011876213,spring
New York,2010-04-08,11.617480286358209,spring
New York,2010-04-09,6.378458717584643,spring
New York,2010-04-10,19.852517336854163,spring
New York,2010-04-11,18.243083469587255,spring
New York,2010-04-12,15.175939752819417,spring
New York,2010-04-13,-0.44707600130902314,spring
New York,2010-04-14,7.420679155981717,spring
New York,2010-04-15,13.842051839372456,spring
New York,2010-04-16,10.992652849922608,spring
New York,2010-04-17,8.182864311891198,spring
New York,2010-04-18,2.018499152826333,spring
New York,2010-04-19,14.17381660776886,spring
New York,2010-04-20,13.943942253452647,spring
New York,2010-04-21,-3.666022483601827,spring
New York,2010-04-22,9.989257541372828,spring
New York,2010-04-23,8.379085446546188,spring
New York,2010-04-24,18.456872880173705,spring
New York,2010-04-25,18.764579146507167,spring
New York,2010-04-26,15.084624021403705,spring
New York,2010-04-27,13.06903542907932,spring
New York,2010-04-28,12.775965320970624,spring
New York,2010-04-29,8.197434652974938,spring
New York,2010-04-30,3.4642376889906155,spring
New York,2010-05-01,3.17392204964756,spring
New York,2010-05-02,10.353035985330296,spring
New York,2010-05-03,9.030330308331719,spring
New York,2010-05-04,13.78872231895409,spring
New York,2010-05-05,9.893824352880031,spring
New York,2010-05-06,12.640647082360807,spring
New York,2010-05-07,9.817714605614622,spring
New York,2010-05-08,3.124372024240225,spring
New York,2010-05-09,10.539234969731995,spring
